"n","gram","annee","mois","rubrique","total"
46,"guerre",1945,12,"économie",4248522
51,"guerre",1946,1,"culture",5910189
32,"guerre",1946,1,"inclassable",5910189
266,"guerre",1946,1,"international",5910189
96,"guerre",1946,1,"politique",5910189
4,"guerre",1946,1,"science/technologie",5910189
23,"guerre",1946,1,"société",5910189
7,"guerre",1946,1,"sport",5910189
30,"guerre",1946,1,"économie",5910189
50,"guerre",1946,2,"culture",5910189
45,"guerre",1946,2,"inclassable",5910189
233,"guerre",1946,2,"international",5910189
110,"guerre",1946,2,"politique",5910189
19,"guerre",1946,2,"science/technologie",5910189
22,"guerre",1946,2,"société",5910189
4,"guerre",1946,2,"sport",5910189
45,"guerre",1946,2,"économie",5910189
53,"guerre",1946,3,"culture",5910189
22,"guerre",1946,3,"inclassable",5910189
300,"guerre",1946,3,"international",5910189
98,"guerre",1946,3,"politique",5910189
12,"guerre",1946,3,"science/technologie",5910189
16,"guerre",1946,3,"société",5910189
8,"guerre",1946,3,"sport",5910189
24,"guerre",1946,3,"économie",5910189
28,"guerre",1946,4,"culture",5910189
32,"guerre",1946,4,"inclassable",5910189
236,"guerre",1946,4,"international",5910189
100,"guerre",1946,4,"politique",5910189
46,"guerre",1946,4,"science/technologie",5910189
13,"guerre",1946,4,"société",5910189
5,"guerre",1946,4,"sport",5910189
35,"guerre",1946,4,"économie",5910189
47,"guerre",1946,5,"culture",5910189
30,"guerre",1946,5,"inclassable",5910189
338,"guerre",1946,5,"international",5910189
68,"guerre",1946,5,"politique",5910189
7,"guerre",1946,5,"science/technologie",5910189
20,"guerre",1946,5,"société",5910189
8,"guerre",1946,5,"sport",5910189
26,"guerre",1946,5,"économie",5910189
69,"guerre",1946,6,"culture",5910189
33,"guerre",1946,6,"inclassable",5910189
277,"guerre",1946,6,"international",5910189
76,"guerre",1946,6,"politique",5910189
25,"guerre",1946,6,"science/technologie",5910189
28,"guerre",1946,6,"société",5910189
16,"guerre",1946,6,"sport",5910189
45,"guerre",1946,6,"économie",5910189
60,"guerre",1946,7,"culture",5910189
30,"guerre",1946,7,"inclassable",5910189
372,"guerre",1946,7,"international",5910189
144,"guerre",1946,7,"politique",5910189
38,"guerre",1946,7,"science/technologie",5910189
34,"guerre",1946,7,"société",5910189
21,"guerre",1946,7,"sport",5910189
36,"guerre",1946,7,"économie",5910189
71,"guerre",1946,8,"culture",5910189
51,"guerre",1946,8,"inclassable",5910189
492,"guerre",1946,8,"international",5910189
161,"guerre",1946,8,"politique",5910189
11,"guerre",1946,8,"science/technologie",5910189
42,"guerre",1946,8,"société",5910189
10,"guerre",1946,8,"sport",5910189
47,"guerre",1946,8,"économie",5910189
37,"guerre",1946,9,"culture",5910189
77,"guerre",1946,9,"inclassable",5910189
378,"guerre",1946,9,"international",5910189
89,"guerre",1946,9,"politique",5910189
3,"guerre",1946,9,"science/technologie",5910189
29,"guerre",1946,9,"société",5910189
4,"guerre",1946,9,"sport",5910189
33,"guerre",1946,9,"économie",5910189
40,"guerre",1946,10,"culture",5910189
25,"guerre",1946,10,"inclassable",5910189
433,"guerre",1946,10,"international",5910189
134,"guerre",1946,10,"politique",5910189
16,"guerre",1946,10,"science/technologie",5910189
26,"guerre",1946,10,"société",5910189
5,"guerre",1946,10,"sport",5910189
26,"guerre",1946,10,"économie",5910189
42,"guerre",1946,11,"culture",5910189
38,"guerre",1946,11,"inclassable",5910189
244,"guerre",1946,11,"international",5910189
88,"guerre",1946,11,"politique",5910189
14,"guerre",1946,11,"science/technologie",5910189
24,"guerre",1946,11,"société",5910189
7,"guerre",1946,11,"sport",5910189
45,"guerre",1946,11,"économie",5910189
64,"guerre",1946,12,"culture",5910189
16,"guerre",1946,12,"inclassable",5910189
254,"guerre",1946,12,"international",5910189
67,"guerre",1946,12,"politique",5910189
8,"guerre",1946,12,"science/technologie",5910189
20,"guerre",1946,12,"société",5910189
9,"guerre",1946,12,"sport",5910189
39,"guerre",1946,12,"économie",5910189
40,"guerre",1947,1,"culture",5299085
22,"guerre",1947,1,"inclassable",5299085
250,"guerre",1947,1,"international",5299085
116,"guerre",1947,1,"politique",5299085
10,"guerre",1947,1,"science/technologie",5299085
26,"guerre",1947,1,"société",5299085
7,"guerre",1947,1,"sport",5299085
40,"guerre",1947,1,"économie",5299085
19,"guerre",1947,2,"culture",5299085
7,"guerre",1947,2,"inclassable",5299085
148,"guerre",1947,2,"international",5299085
43,"guerre",1947,2,"politique",5299085
7,"guerre",1947,2,"science/technologie",5299085
6,"guerre",1947,2,"société",5299085
3,"guerre",1947,2,"sport",5299085
12,"guerre",1947,2,"économie",5299085
4,"guerre",1947,3,"culture",5299085
3,"guerre",1947,3,"inclassable",5299085
107,"guerre",1947,3,"international",5299085
61,"guerre",1947,3,"politique",5299085
2,"guerre",1947,3,"science/technologie",5299085
7,"guerre",1947,3,"société",5299085
1,"guerre",1947,3,"sport",5299085
8,"guerre",1947,3,"économie",5299085
48,"guerre",1947,4,"culture",5299085
39,"guerre",1947,4,"inclassable",5299085
244,"guerre",1947,4,"international",5299085
104,"guerre",1947,4,"politique",5299085
7,"guerre",1947,4,"science/technologie",5299085
21,"guerre",1947,4,"société",5299085
4,"guerre",1947,4,"sport",5299085
22,"guerre",1947,4,"économie",5299085
52,"guerre",1947,5,"culture",5299085
35,"guerre",1947,5,"inclassable",5299085
203,"guerre",1947,5,"international",5299085
127,"guerre",1947,5,"politique",5299085
7,"guerre",1947,5,"science/technologie",5299085
28,"guerre",1947,5,"société",5299085
5,"guerre",1947,5,"sport",5299085
26,"guerre",1947,5,"économie",5299085
50,"guerre",1947,6,"culture",5299085
9,"guerre",1947,6,"inclassable",5299085
173,"guerre",1947,6,"international",5299085
120,"guerre",1947,6,"politique",5299085
6,"guerre",1947,6,"science/technologie",5299085
30,"guerre",1947,6,"société",5299085
4,"guerre",1947,6,"sport",5299085
29,"guerre",1947,6,"économie",5299085
44,"guerre",1947,7,"culture",5299085
46,"guerre",1947,7,"inclassable",5299085
300,"guerre",1947,7,"international",5299085
150,"guerre",1947,7,"politique",5299085
13,"guerre",1947,7,"science/technologie",5299085
21,"guerre",1947,7,"société",5299085
10,"guerre",1947,7,"sport",5299085
25,"guerre",1947,7,"économie",5299085
50,"guerre",1947,8,"culture",5299085
21,"guerre",1947,8,"inclassable",5299085
325,"guerre",1947,8,"international",5299085
108,"guerre",1947,8,"politique",5299085
7,"guerre",1947,8,"science/technologie",5299085
21,"guerre",1947,8,"société",5299085
3,"guerre",1947,8,"sport",5299085
27,"guerre",1947,8,"économie",5299085
35,"guerre",1947,9,"culture",5299085
35,"guerre",1947,9,"inclassable",5299085
323,"guerre",1947,9,"international",5299085
96,"guerre",1947,9,"politique",5299085
21,"guerre",1947,9,"science/technologie",5299085
29,"guerre",1947,9,"société",5299085
10,"guerre",1947,9,"sport",5299085
29,"guerre",1947,9,"économie",5299085
45,"guerre",1947,10,"culture",5299085
30,"guerre",1947,10,"inclassable",5299085
223,"guerre",1947,10,"international",5299085
170,"guerre",1947,10,"politique",5299085
1,"guerre",1947,10,"science/technologie",5299085
19,"guerre",1947,10,"société",5299085
4,"guerre",1947,10,"sport",5299085
17,"guerre",1947,10,"économie",5299085
34,"guerre",1947,11,"culture",5299085
11,"guerre",1947,11,"inclassable",5299085
202,"guerre",1947,11,"international",5299085
111,"guerre",1947,11,"politique",5299085
1,"guerre",1947,11,"science/technologie",5299085
19,"guerre",1947,11,"société",5299085
7,"guerre",1947,11,"sport",5299085
33,"guerre",1947,11,"économie",5299085
32,"guerre",1947,12,"culture",5299085
23,"guerre",1947,12,"inclassable",5299085
121,"guerre",1947,12,"international",5299085
55,"guerre",1947,12,"politique",5299085
2,"guerre",1947,12,"science/technologie",5299085
11,"guerre",1947,12,"société",5299085
2,"guerre",1947,12,"sport",5299085
30,"guerre",1947,12,"économie",5299085
56,"guerre",1948,1,"culture",6210111
26,"guerre",1948,1,"inclassable",6210111
222,"guerre",1948,1,"international",6210111
95,"guerre",1948,1,"politique",6210111
7,"guerre",1948,1,"science/technologie",6210111
23,"guerre",1948,1,"société",6210111
4,"guerre",1948,1,"sport",6210111
28,"guerre",1948,1,"économie",6210111
46,"guerre",1948,2,"culture",6210111
39,"guerre",1948,2,"inclassable",6210111
248,"guerre",1948,2,"international",6210111
71,"guerre",1948,2,"politique",6210111
1,"guerre",1948,2,"science/technologie",6210111
12,"guerre",1948,2,"société",6210111
3,"guerre",1948,2,"sport",6210111
24,"guerre",1948,2,"économie",6210111
59,"guerre",1948,3,"culture",6210111
28,"guerre",1948,3,"inclassable",6210111
220,"guerre",1948,3,"international",6210111
82,"guerre",1948,3,"politique",6210111
1,"guerre",1948,3,"science/technologie",6210111
37,"guerre",1948,3,"société",6210111
7,"guerre",1948,3,"sport",6210111
27,"guerre",1948,3,"économie",6210111
56,"guerre",1948,4,"culture",6210111
15,"guerre",1948,4,"inclassable",6210111
261,"guerre",1948,4,"international",6210111
56,"guerre",1948,4,"politique",6210111
1,"guerre",1948,4,"science/technologie",6210111
19,"guerre",1948,4,"société",6210111
2,"guerre",1948,4,"sport",6210111
12,"guerre",1948,4,"économie",6210111
66,"guerre",1948,5,"culture",6210111
51,"guerre",1948,5,"inclassable",6210111
241,"guerre",1948,5,"international",6210111
74,"guerre",1948,5,"politique",6210111
3,"guerre",1948,5,"science/technologie",6210111
21,"guerre",1948,5,"société",6210111
13,"guerre",1948,5,"sport",6210111
24,"guerre",1948,5,"économie",6210111
42,"guerre",1948,6,"culture",6210111
12,"guerre",1948,6,"inclassable",6210111
184,"guerre",1948,6,"international",6210111
99,"guerre",1948,6,"politique",6210111
3,"guerre",1948,6,"science/technologie",6210111
14,"guerre",1948,6,"société",6210111
6,"guerre",1948,6,"sport",6210111
23,"guerre",1948,6,"économie",6210111
50,"guerre",1948,7,"culture",6210111
43,"guerre",1948,7,"inclassable",6210111
212,"guerre",1948,7,"international",6210111
125,"guerre",1948,7,"politique",6210111
3,"guerre",1948,7,"science/technologie",6210111
22,"guerre",1948,7,"société",6210111
7,"guerre",1948,7,"sport",6210111
24,"guerre",1948,7,"économie",6210111
50,"guerre",1948,8,"culture",6210111
34,"guerre",1948,8,"inclassable",6210111
257,"guerre",1948,8,"international",6210111
76,"guerre",1948,8,"politique",6210111
24,"guerre",1948,8,"science/technologie",6210111
23,"guerre",1948,8,"société",6210111
6,"guerre",1948,8,"sport",6210111
34,"guerre",1948,8,"économie",6210111
33,"guerre",1948,9,"culture",6210111
23,"guerre",1948,9,"inclassable",6210111
207,"guerre",1948,9,"international",6210111
51,"guerre",1948,9,"politique",6210111
2,"guerre",1948,9,"science/technologie",6210111
14,"guerre",1948,9,"société",6210111
5,"guerre",1948,9,"sport",6210111
30,"guerre",1948,9,"économie",6210111
52,"guerre",1948,10,"culture",6210111
13,"guerre",1948,10,"inclassable",6210111
274,"guerre",1948,10,"international",6210111
112,"guerre",1948,10,"politique",6210111
5,"guerre",1948,10,"science/technologie",6210111
32,"guerre",1948,10,"société",6210111
3,"guerre",1948,10,"sport",6210111
18,"guerre",1948,10,"économie",6210111
63,"guerre",1948,11,"culture",6210111
21,"guerre",1948,11,"inclassable",6210111
240,"guerre",1948,11,"international",6210111
99,"guerre",1948,11,"politique",6210111
4,"guerre",1948,11,"science/technologie",6210111
25,"guerre",1948,11,"société",6210111
2,"guerre",1948,11,"sport",6210111
18,"guerre",1948,11,"économie",6210111
55,"guerre",1948,12,"culture",6210111
26,"guerre",1948,12,"inclassable",6210111
353,"guerre",1948,12,"international",6210111
128,"guerre",1948,12,"politique",6210111
8,"guerre",1948,12,"science/technologie",6210111
31,"guerre",1948,12,"société",6210111
4,"guerre",1948,12,"sport",6210111
43,"guerre",1948,12,"économie",6210111
46,"guerre",1949,1,"culture",6993984
28,"guerre",1949,1,"inclassable",6993984
257,"guerre",1949,1,"international",6993984
108,"guerre",1949,1,"politique",6993984
10,"guerre",1949,1,"science/technologie",6993984
7,"guerre",1949,1,"société",6993984
5,"guerre",1949,1,"sport",6993984
26,"guerre",1949,1,"économie",6993984
30,"guerre",1949,2,"culture",6993984
6,"guerre",1949,2,"inclassable",6993984
252,"guerre",1949,2,"international",6993984
185,"guerre",1949,2,"politique",6993984
2,"guerre",1949,2,"science/technologie",6993984
14,"guerre",1949,2,"société",6993984
6,"guerre",1949,2,"sport",6993984
36,"guerre",1949,2,"économie",6993984
54,"guerre",1949,3,"culture",6993984
16,"guerre",1949,3,"inclassable",6993984
348,"guerre",1949,3,"international",6993984
188,"guerre",1949,3,"politique",6993984
10,"guerre",1949,3,"science/technologie",6993984
11,"guerre",1949,3,"société",6993984
5,"guerre",1949,3,"sport",6993984
21,"guerre",1949,3,"économie",6993984
60,"guerre",1949,4,"culture",6993984
17,"guerre",1949,4,"inclassable",6993984
321,"guerre",1949,4,"international",6993984
143,"guerre",1949,4,"politique",6993984
6,"guerre",1949,4,"science/technologie",6993984
29,"guerre",1949,4,"société",6993984
6,"guerre",1949,4,"sport",6993984
59,"guerre",1949,4,"économie",6993984
53,"guerre",1949,5,"culture",6993984
29,"guerre",1949,5,"inclassable",6993984
296,"guerre",1949,5,"international",6993984
75,"guerre",1949,5,"politique",6993984
16,"guerre",1949,5,"science/technologie",6993984
34,"guerre",1949,5,"société",6993984
9,"guerre",1949,5,"sport",6993984
25,"guerre",1949,5,"économie",6993984
45,"guerre",1949,6,"culture",6993984
21,"guerre",1949,6,"inclassable",6993984
187,"guerre",1949,6,"international",6993984
134,"guerre",1949,6,"politique",6993984
11,"guerre",1949,6,"science/technologie",6993984
43,"guerre",1949,6,"société",6993984
11,"guerre",1949,6,"sport",6993984
36,"guerre",1949,6,"économie",6993984
53,"guerre",1949,7,"culture",6993984
15,"guerre",1949,7,"inclassable",6993984
226,"guerre",1949,7,"international",6993984
109,"guerre",1949,7,"politique",6993984
25,"guerre",1949,7,"société",6993984
10,"guerre",1949,7,"sport",6993984
31,"guerre",1949,7,"économie",6993984
63,"guerre",1949,8,"culture",6993984
33,"guerre",1949,8,"inclassable",6993984
275,"guerre",1949,8,"international",6993984
69,"guerre",1949,8,"politique",6993984
9,"guerre",1949,8,"science/technologie",6993984
44,"guerre",1949,8,"société",6993984
7,"guerre",1949,8,"sport",6993984
20,"guerre",1949,8,"économie",6993984
56,"guerre",1949,9,"culture",6993984
26,"guerre",1949,9,"inclassable",6993984
273,"guerre",1949,9,"international",6993984
47,"guerre",1949,9,"politique",6993984
18,"guerre",1949,9,"science/technologie",6993984
31,"guerre",1949,9,"société",6993984
8,"guerre",1949,9,"sport",6993984
30,"guerre",1949,9,"économie",6993984
72,"guerre",1949,10,"culture",6993984
28,"guerre",1949,10,"inclassable",6993984
335,"guerre",1949,10,"international",6993984
76,"guerre",1949,10,"politique",6993984
16,"guerre",1949,10,"science/technologie",6993984
20,"guerre",1949,10,"société",6993984
8,"guerre",1949,10,"sport",6993984
19,"guerre",1949,10,"économie",6993984
56,"guerre",1949,11,"culture",6993984
19,"guerre",1949,11,"inclassable",6993984
321,"guerre",1949,11,"international",6993984
105,"guerre",1949,11,"politique",6993984
7,"guerre",1949,11,"science/technologie",6993984
23,"guerre",1949,11,"société",6993984
8,"guerre",1949,11,"sport",6993984
22,"guerre",1949,11,"économie",6993984
69,"guerre",1949,12,"culture",6993984
45,"guerre",1949,12,"inclassable",6993984
322,"guerre",1949,12,"international",6993984
154,"guerre",1949,12,"politique",6993984
9,"guerre",1949,12,"science/technologie",6993984
53,"guerre",1949,12,"société",6993984
3,"guerre",1949,12,"sport",6993984
42,"guerre",1949,12,"économie",6993984
73,"guerre",1950,1,"culture",7990606
30,"guerre",1950,1,"inclassable",7990606
325,"guerre",1950,1,"international",7990606
131,"guerre",1950,1,"politique",7990606
12,"guerre",1950,1,"science/technologie",7990606
28,"guerre",1950,1,"société",7990606
6,"guerre",1950,1,"sport",7990606
27,"guerre",1950,1,"économie",7990606
18,"guerre",1950,2,"culture",7990606
27,"guerre",1950,2,"inclassable",7990606
308,"guerre",1950,2,"international",7990606
177,"guerre",1950,2,"politique",7990606
7,"guerre",1950,2,"science/technologie",7990606
41,"guerre",1950,2,"société",7990606
10,"guerre",1950,2,"sport",7990606
18,"guerre",1950,2,"économie",7990606
56,"guerre",1950,3,"culture",7990606
16,"guerre",1950,3,"inclassable",7990606
298,"guerre",1950,3,"international",7990606
146,"guerre",1950,3,"politique",7990606
4,"guerre",1950,3,"science/technologie",7990606
27,"guerre",1950,3,"société",7990606
7,"guerre",1950,3,"sport",7990606
15,"guerre",1950,3,"économie",7990606
102,"guerre",1950,4,"culture",7990606
22,"guerre",1950,4,"inclassable",7990606
321,"guerre",1950,4,"international",7990606
144,"guerre",1950,4,"politique",7990606
14,"guerre",1950,4,"science/technologie",7990606
43,"guerre",1950,4,"société",7990606
3,"guerre",1950,4,"sport",7990606
35,"guerre",1950,4,"économie",7990606
52,"guerre",1950,5,"culture",7990606
27,"guerre",1950,5,"inclassable",7990606
351,"guerre",1950,5,"international",7990606
166,"guerre",1950,5,"politique",7990606
3,"guerre",1950,5,"science/technologie",7990606
23,"guerre",1950,5,"société",7990606
11,"guerre",1950,5,"sport",7990606
31,"guerre",1950,5,"économie",7990606
76,"guerre",1950,6,"culture",7990606
14,"guerre",1950,6,"inclassable",7990606
320,"guerre",1950,6,"international",7990606
163,"guerre",1950,6,"politique",7990606
20,"guerre",1950,6,"science/technologie",7990606
27,"guerre",1950,6,"société",7990606
3,"guerre",1950,6,"sport",7990606
31,"guerre",1950,6,"économie",7990606
68,"guerre",1950,7,"culture",7990606
70,"guerre",1950,7,"inclassable",7990606
619,"guerre",1950,7,"international",7990606
154,"guerre",1950,7,"politique",7990606
3,"guerre",1950,7,"science/technologie",7990606
24,"guerre",1950,7,"société",7990606
6,"guerre",1950,7,"sport",7990606
51,"guerre",1950,7,"économie",7990606
60,"guerre",1950,8,"culture",7990606
58,"guerre",1950,8,"inclassable",7990606
467,"guerre",1950,8,"international",7990606
82,"guerre",1950,8,"politique",7990606
8,"guerre",1950,8,"science/technologie",7990606
14,"guerre",1950,8,"société",7990606
3,"guerre",1950,8,"sport",7990606
33,"guerre",1950,8,"économie",7990606
47,"guerre",1950,9,"culture",7990606
60,"guerre",1950,9,"inclassable",7990606
486,"guerre",1950,9,"international",7990606
103,"guerre",1950,9,"politique",7990606
10,"guerre",1950,9,"science/technologie",7990606
20,"guerre",1950,9,"société",7990606
2,"guerre",1950,9,"sport",7990606
40,"guerre",1950,9,"économie",7990606
76,"guerre",1950,10,"culture",7990606
32,"guerre",1950,10,"inclassable",7990606
441,"guerre",1950,10,"international",7990606
101,"guerre",1950,10,"politique",7990606
8,"guerre",1950,10,"science/technologie",7990606
27,"guerre",1950,10,"société",7990606
3,"guerre",1950,10,"sport",7990606
23,"guerre",1950,10,"économie",7990606
51,"guerre",1950,11,"culture",7990606
37,"guerre",1950,11,"inclassable",7990606
386,"guerre",1950,11,"international",7990606
117,"guerre",1950,11,"politique",7990606
10,"guerre",1950,11,"science/technologie",7990606
24,"guerre",1950,11,"société",7990606
7,"guerre",1950,11,"sport",7990606
26,"guerre",1950,11,"économie",7990606
84,"guerre",1950,12,"culture",7990606
12,"guerre",1950,12,"inclassable",7990606
498,"guerre",1950,12,"international",7990606
133,"guerre",1950,12,"politique",7990606
1,"guerre",1950,12,"science/technologie",7990606
22,"guerre",1950,12,"société",7990606
2,"guerre",1950,12,"sport",7990606
47,"guerre",1950,12,"économie",7990606
49,"guerre",1951,1,"culture",8019533
48,"guerre",1951,1,"inclassable",8019533
446,"guerre",1951,1,"international",8019533
113,"guerre",1951,1,"politique",8019533
6,"guerre",1951,1,"science/technologie",8019533
12,"guerre",1951,1,"société",8019533
13,"guerre",1951,1,"sport",8019533
36,"guerre",1951,1,"économie",8019533
54,"guerre",1951,2,"culture",8019533
47,"guerre",1951,2,"inclassable",8019533
424,"guerre",1951,2,"international",8019533
70,"guerre",1951,2,"politique",8019533
1,"guerre",1951,2,"science/technologie",8019533
22,"guerre",1951,2,"société",8019533
1,"guerre",1951,2,"sport",8019533
36,"guerre",1951,2,"économie",8019533
69,"guerre",1951,3,"culture",8019533
42,"guerre",1951,3,"inclassable",8019533
325,"guerre",1951,3,"international",8019533
72,"guerre",1951,3,"politique",8019533
3,"guerre",1951,3,"science/technologie",8019533
25,"guerre",1951,3,"société",8019533
3,"guerre",1951,3,"sport",8019533
17,"guerre",1951,3,"économie",8019533
60,"guerre",1951,4,"culture",8019533
8,"guerre",1951,4,"inclassable",8019533
491,"guerre",1951,4,"international",8019533
66,"guerre",1951,4,"politique",8019533
4,"guerre",1951,4,"science/technologie",8019533
31,"guerre",1951,4,"société",8019533
1,"guerre",1951,4,"sport",8019533
27,"guerre",1951,4,"économie",8019533
56,"guerre",1951,5,"culture",8019533
23,"guerre",1951,5,"inclassable",8019533
528,"guerre",1951,5,"international",8019533
106,"guerre",1951,5,"politique",8019533
1,"guerre",1951,5,"science/technologie",8019533
27,"guerre",1951,5,"société",8019533
2,"guerre",1951,5,"sport",8019533
23,"guerre",1951,5,"économie",8019533
61,"guerre",1951,6,"culture",8019533
31,"guerre",1951,6,"inclassable",8019533
516,"guerre",1951,6,"international",8019533
70,"guerre",1951,6,"politique",8019533
6,"guerre",1951,6,"science/technologie",8019533
25,"guerre",1951,6,"société",8019533
5,"guerre",1951,6,"sport",8019533
23,"guerre",1951,6,"économie",8019533
50,"guerre",1951,7,"culture",8019533
22,"guerre",1951,7,"inclassable",8019533
443,"guerre",1951,7,"international",8019533
96,"guerre",1951,7,"politique",8019533
28,"guerre",1951,7,"société",8019533
5,"guerre",1951,7,"sport",8019533
31,"guerre",1951,7,"économie",8019533
63,"guerre",1951,8,"culture",8019533
16,"guerre",1951,8,"inclassable",8019533
333,"guerre",1951,8,"international",8019533
91,"guerre",1951,8,"politique",8019533
3,"guerre",1951,8,"science/technologie",8019533
7,"guerre",1951,8,"société",8019533
15,"guerre",1951,8,"économie",8019533
28,"guerre",1951,9,"culture",8019533
99,"guerre",1951,9,"inclassable",8019533
490,"guerre",1951,9,"international",8019533
95,"guerre",1951,9,"politique",8019533
4,"guerre",1951,9,"science/technologie",8019533
8,"guerre",1951,9,"société",8019533
7,"guerre",1951,9,"sport",8019533
22,"guerre",1951,9,"économie",8019533
67,"guerre",1951,10,"culture",8019533
42,"guerre",1951,10,"inclassable",8019533
336,"guerre",1951,10,"international",8019533
51,"guerre",1951,10,"politique",8019533
4,"guerre",1951,10,"science/technologie",8019533
12,"guerre",1951,10,"société",8019533
2,"guerre",1951,10,"sport",8019533
29,"guerre",1951,10,"économie",8019533
42,"guerre",1951,11,"culture",8019533
17,"guerre",1951,11,"inclassable",8019533
324,"guerre",1951,11,"international",8019533
107,"guerre",1951,11,"politique",8019533
5,"guerre",1951,11,"science/technologie",8019533
11,"guerre",1951,11,"société",8019533
6,"guerre",1951,11,"sport",8019533
28,"guerre",1951,11,"économie",8019533
139,"guerre",1951,12,"culture",8019533
14,"guerre",1951,12,"inclassable",8019533
329,"guerre",1951,12,"international",8019533
137,"guerre",1951,12,"politique",8019533
9,"guerre",1951,12,"science/technologie",8019533
21,"guerre",1951,12,"société",8019533
7,"guerre",1951,12,"sport",8019533
56,"guerre",1951,12,"économie",8019533
89,"guerre",1952,1,"culture",9199465
39,"guerre",1952,1,"inclassable",9199465
359,"guerre",1952,1,"international",9199465
129,"guerre",1952,1,"politique",9199465
11,"guerre",1952,1,"science/technologie",9199465
30,"guerre",1952,1,"société",9199465
7,"guerre",1952,1,"sport",9199465
19,"guerre",1952,1,"économie",9199465
55,"guerre",1952,2,"culture",9199465
30,"guerre",1952,2,"inclassable",9199465
372,"guerre",1952,2,"international",9199465
97,"guerre",1952,2,"politique",9199465
1,"guerre",1952,2,"science/technologie",9199465
12,"guerre",1952,2,"société",9199465
2,"guerre",1952,2,"sport",9199465
36,"guerre",1952,2,"économie",9199465
42,"guerre",1952,3,"culture",9199465
27,"guerre",1952,3,"inclassable",9199465
364,"guerre",1952,3,"international",9199465
87,"guerre",1952,3,"politique",9199465
5,"guerre",1952,3,"science/technologie",9199465
7,"guerre",1952,3,"société",9199465
